Unix,Alabama,Arizona,Arkansas,AZ,B.C.,Bahama Islands,BajaCalifornia,Bermuda region,Ca,California,Canada,Canadaregion,Coahuila,Colorado,Connecticut,Florida,Georgia,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,La,Louisiana,Maine,Maryland,Mexico,Michigan,Minnesota,Mississippi,Missouri,Mn,Montana,Nebraska,Nevada,NewEngland,NewHampshire,NewJersey,NewMexico,NewYork,NM,NorthCarolina,NorthDakota,NorthPacificOcean,NV,Ohio,Oklahoma,OR,Oregon,Pasadena,Pennsylvania,Quebec,SD,Sinaloa,Son.,SouthCarolina,SouthDakota,Tennessee,Texas,Tn,Tx,USA,Utah,Va,Vermont,Virginia,Wa,Washington,WestVirginia,Wyoming,Grand Total
1241136000,,1,,,10,,,,50,16,2,,,1,,,,1,,,,,,,,,,1,,,,,,5,,11,,,,1,1,,,,,,,,,4,,,,,,,1,,1,4,,,,1,,,1,,10,,8,130
1243814400,,1,,,22,,,,56,22,,,,,,,,,,,,,,,,,,3,,,,,,2,,8,,,,2,1,,,,,,,3,,2,,,1,,,,,,,2,,,,4,,,,,6,,2,137
1246406400,,,2,,9,,,,35,23,,,,1,,,,,,,,,,,,,,2,,,,,,1,,8,,,1,4,,,,,,,,2,,5,,,1,,,,,,1,,,,,2,,,1,,4,,2,104
1249084800,,,1,,6,,,,39,14,,,,3,,,1,1,,,,,,,,,,6,,,,,,4,,4,,,,6,,,,,,,,8,,5,,,,,,,1,,1,,,,,4,,,1,,5,,,110
1251763200,,2,,,28,,,,44,15,3,,,2,,,,,,,,,1,,,,,2,,,,,,4,,3,,,,2,,,,,,,,,,1,,,,,,,,,1,,,,,3,,,,,6,,,117
1254355200,1,,11,,18,,,,111,13,2,,,3,,,,1,,,,,,,,,,5,,,,,,1,,5,,,,,1,,1,,,2,,1,,2,,1,,,,,,,2,,,,,2,,,,,2,,3,188
1257033600,1,,2,,48,,,,58,16,2,,,2,,,,,,,,,,,,1,,,,,,,,1,,6,,,,5,,,,,,,,6,,,,,,,,,,,3,,,,,4,,,1,,,,1,157
1259625600,,,,,62,,,,26,12,,,,,,,1,1,,,,,,,,,,1,,,,,,2,1,3,,,,1,3,,,,,,,6,,1,,,,,,,,,1,1,,,,2,,,,,3,,1,128
1262304000,1,,1,,29,,,,112,28,,,,,,,1,1,,,,,,,,,,1,,,,,,3,,3,,,,2,,,,,,,,8,,1,,,,,,,,,,1,,,,6,,,,,,,56,254
1264982400,,,1,,19,,,,75,13,3,,,3,,,,,1,,,,,,,1,,2,,,,,,1,,12,,,,2,,,,,,,,9,,,,,,,,,,,,,,1,,2,,,,,4,,8,157
1267401600,,1,1,,21,,,,68,26,,,,1,,,1,,,,,,,,,1,,2,1,,,1,,1,1,6,,,,1,,,,,,,,18,,1,,,2,,,,,,,2,,,,,,,,,3,,1,160
1270080000,,,1,,2105,,,,410,19,4,,,,,,,3,,,,,,,,,,3,,,,,,4,,7,,,,3,,,,,,,1,17,,,,,1,,,,,,2,3,,1,,8,,,,,2,4,4,2602
1272672000,1,3,2,,397,,,,152,15,3,,,1,,,,,,,,,,,,,,3,,,,2,,,,3,,,,1,,,,,,,2,3,,3,,,2,,,,1,,,,,1,,3,,,,,4,1,1,604
1275350400,1,1,6,,200,,,,233,16,24,,,,,,,4,,,,,,,,1,,4,,,,,,,,8,,,,,,,,,,,1,5,,,,1,,,,,,,1,,,,,5,,,,,2,,1,514
1277942400,,,,,148,,,,71,26,4,,,2,,,,2,,,,,,,,1,1,2,,,,1,,1,,9,,,,,,,,,,2,,10,,2,,,1,,,,,,,,,,,1,,,,,1,,,285
1280620800,,,,,116,,,,41,17,1,,,,,,,1,,,,,,,1,1,,1,,,,2,,2,,2,,,,,,,,,,3,,10,,1,,,2,,,,,,1,3,,,,8,,,,,5,2,10,230
1283299200,,1,,,92,,,,48,14,2,,,,,,,,,,,1,,,,,,12,,,,,,6,1,6,,1,,,,,,,,9,,18,1,1,,,,,,,,,,,,,,1,,,,,2,,11,227
1285891200,1,,22,,89,,,,52,15,,,,,,,,2,,,,,,,,,,2,,,,,,2,,8,,,,,,,,,,8,1,11,,1,,,4,,,,1,,1,2,,,,3,,,1,,3,,6,235
1288569600,,3,16,,56,,,,39,33,,,,1,,,,,,,,,,,,,,3,,,,1,,,1,4,,,,,,,,,,,,14,,,,,,,,,,,,2,,,,4,,,,,3,,2,182
1291161600,,,11,,73,,,,57,23,2,,,2,,,,,,1,,,,,,,,1,,,,,,3,,5,,,,4,,,,,,2,,18,,1,,,,,,,,,,1,,,,,,,,,,,2,206
1293840000,,1,4,,58,,,,58,23,1,,,2,,,,3,,,,,,,,1,,5,,,,,,2,,17,,1,,1,,,1,,,2,,17,,,,,,,,,,,,1,,1,,17,,,,1,8,,1,226
1296518400,,,69,,44,,,,43,18,2,,,2,,,,,,,,,,,,,,2,,,1,1,,,,10,,,,1,,,,,,,,6,,,,,,,,,,,,1,,,,2,,,,,7,,1,210
1298937600,1,1,38,,38,,,,75,22,2,,,1,,,,1,,,,,,,,1,,2,,,,1,,1,,21,,,,1,,,1,,,2,,7,,2,,,,,,,,,,7,,,,,,,1,,4,,2,232
1301616000,,,25,,67,,,1,44,14,,,,1,,,,,,,,,,,,,,10,,1,,,,5,,101,,,,1,,,,,,4,,1,,2,,,,,,,,,1,2,,,,3,,,,,5,,1,289
1304208000,,,4,,33,,,,50,17,2,,,2,,,1,,,,,,,,,1,,27,,,,3,,3,,34,,,,2,,,,,,3,,6,,1,,,,,,,,,,1,,,,1,,,,,4,,2,197
1306886400,,1,1,,29,,,,33,15,1,,,1,,,,,,,,,,,,,,2,,,,1,,2,,11,,,,,,,,,,3,1,1,,1,,,1,,,,,,1,2,,,,3,,,,1,5,,,116
1309478400,,1,2,,31,,,,51,8,1,,,1,,,,1,,,,,,,,,,3,,,,,,4,,23,,1,,1,,,,,,5,,7,1,2,,,,,,,,,,2,,,,4,,,,,7,,2,158
1312156800,,,1,,26,,,,60,20,2,,,20,,,,4,,,,,,,,,,1,,,,,,3,,22,,,,,3,,,,,1,2,8,,5,,,,,,,,1,1,1,,,,1,,,9,,4,1,,196
1314835200,3,,,,24,,,,47,16,1,,,2,,,,,1,,,,,,,,,3,,,,1,,1,,8,,,,8,,,,,,,1,10,,,,,,,,,,,,9,,,,5,,,3,,7,,,150
1317427200,,1,13,1,24,,,2,31,19,,,,5,,,,1,,,,,,,,,,,,,,,,1,,18,,,,1,,,,,,1,,8,,1,,,,,,,1,,,1,,,,1,,,2,,5,,,137
1320105600,,,2,,33,,,,40,20,,,,1,,,1,1,,,,,,,,,,,,,,,,4,1,11,,,,,,,,,,,,71,,,,,1,,,,,2,1,3,,,,3,,,,,3,,1,199
1322697600,,3,2,,15,,,,36,17,,,,5,,,,2,,,,,,,,,,2,,,,1,,4,,2,,,,2,,,,,,,,7,,1,,,,,,,1,,,5,,,,3,,,,,1,1,,110
1325376000,1,1,,,12,,,,40,22,2,,,1,,,,2,,1,,,,,,,,2,,,,,,3,,4,,,,1,,,,,,,1,8,,,,,1,,,,1,1,,3,,1,,4,,,3,,2,1,3,121
1328054400,,1,,,21,,,,53,16,3,,,,,,,,,,,,,,,2,,1,,,,3,,1,,11,,,,1,,,,,,2,,9,1,,,,1,,,,,,,1,,1,,5,,,1,,2,,1,137
1330560000,,,,,19,,,,34,18,1,,,5,,,,,,,,,,,,,,,,,,,,1,,7,,,,1,,1,,,,1,,4,3,,,,1,,,,,,1,,,,,6,,,1,,6,1,1,112
1333238400,,,,,15,,,,69,21,2,,,2,,,,,,,,,1,,,,,14,,,,,,2,,2,,,,,,1,,,,1,,12,1,1,,,1,,,,,,,,,,,3,,,,,4,,,152
1335830400,,,1,,32,,,,40,22,,,,1,,,,2,,2,,,,,,,,1,,,,1,,1,,4,,,,2,,,,,,,,7,1,,,,1,,,,,,,4,,,,1,,,,,,,2,125
1338508800,,1,1,,34,,,,36,18,1,,,2,,,,,,,,,,,,,,1,,,,1,,2,,9,,,,,,,,,,1,,5,,1,,,,,,,,,2,4,,,,2,,,,,,,,121
1341100800,,,,,44,,,,35,20,3,,,1,,,1,,,,,,,,,,,,,,,,,5,,5,,,,,,,,,,,,8,,,,,,,,,2,,2,3,,,,4,,,,,3,,,136
1343779200,,2,3,,18,,,,165,16,,,,1,,,,2,,,,,,,,,,9,,,,,,3,1,6,,,,2,,,,,,,,6,4,1,,,3,,,,,,,,,1,,4,,,,,3,,,250
1346457600,,,,,18,,,,39,19,2,,,2,,,,1,,,,,,,,,,9,,,,1,,4,,6,,,,1,,,,1,,1,1,2,3,1,,,,,,,,,,2,,1,,,,,,,2,,2,118
1349049600,,4,1,,9,,,,47,16,4,,,,,,1,3,,,,,,,,1,,5,,,,1,,1,1,5,,,,,,,1,,,1,,7,,1,,,,,,,,,,1,,,,,,,,,4,,6,120
1351728000,1,,1,,13,,,,56,14,1,,,4,,,,3,1,,,,2,,,,,1,,,1,1,,1,,4,,,,,,,,,,,,5,2,4,,,2,,,,,,2,,,,,4,,,,,,,1,124
1354320000,,,,,12,,,,54,14,1,,,4,,,,,,,,,,,,,,1,,,,,,5,,4,,,,2,,,,,,1,,6,,2,,,1,,,,,,1,4,,1,,,,,,,4,,3,120
1356998400,,1,,,18,,,,44,30,5,,,4,,,,1,1,,,1,,,,,,,,,,,,1,,10,,,,2,,,,,,,,6,3,1,,,,,,,,,1,3,,,,,,,,,4,,,136
1359676800,,1,3,,6,,,,15,30,4,,,2,,,1,2,,,,,,,,,,1,,,,,,1,,35,,,,1,,,,,,2,,6,,,,,1,,,,,,,4,,,,5,,,,,,,,120
1362096000,,,,,6,,,,30,38,3,,,2,,,,,,,,,,,1,,,,,,,1,,3,,13,,,,,,,,,,,2,8,,6,,,,,,,,,,3,,,,3,,,,,2,1,2,124
1364774400,,3,1,,17,,,,25,38,1,,,1,,,2,,,,,,,,,,,2,,,,2,,2,,9,,,,1,,,,,,,,44,,,,,,,,,,,1,1,,,,1,,,,,2,,4,157
1367366400,,1,6,,19,,,,28,123,6,,,3,,,,5,,,,,,,,,,2,,,,,,17,,7,,,,1,,,,,,,,10,,3,,,,,,,,,1,7,,1,,6,,,,,6,,5,257
1370044800,,,3,,17,,,,31,45,4,,,2,,,,1,1,,,,,,,1,,4,,,,1,,4,,9,,,,,,,2,,,,,28,,1,,,,,,,,,1,,,,,2,,,,,4,,1,162
1372636800,,1,2,,12,,,,15,42,2,,,,,,,4,,,,1,,,,,,,,,,,,8,,7,,,,1,,,,,,,1,17,,,,,1,,,,,,,,,,,,,,,,1,2,1,118
1375315200,,1,,,16,,,,38,46,1,,,2,,,1,3,,,,,,,,,,12,,1,,1,,4,,4,,,,1,,,1,,,,,10,,1,,,,,,,,,2,,,,,3,,,,,8,1,11,168
1377993600,,4,5,,10,,,,23,28,1,,,9,,,,2,,,,1,,,,,,21,,,,1,,9,,4,,,,3,,,,,,,,14,,,,,,,,,1,,,2,,,,,,,,,3,,27,168
1380585600,,,,,17,,,,32,59,3,,,3,,,,2,,,,,,,,,,13,,,,,,2,,11,,1,,1,,,,,,1,,30,,,,,,,,,,,,,,,,2,,,,,1,,12,190
1383264000,,1,,,13,,,,16,49,8,,,4,,,,,2,,,,,,,1,,10,,,,3,,12,,4,,,,1,,,,,,,1,44,,1,,,,,,,,,,18,,,,3,,,,,5,,11,207
1385856000,,,,,11,,,,27,43,2,,,4,,,,8,,,,2,,,,,,8,,1,,,,5,,7,,,,,,,,,,,,34,,3,,,,,,,,1,1,10,,,,2,,,,,3,,20,192
1388534400,,2,4,,14,,,,19,33,2,,,12,,,,4,,,,,1,,,,,7,,,,1,,5,1,20,,,,1,,,,,,4,,33,,3,,,,,,,,,,4,,,,6,,,,,1,,19,196
1391212800,,,,,13,,,,13,27,3,,,,,,,1,,,,6,,,,,,4,,,,2,,9,,3,,,,1,,,1,,,,,71,,,,,,,,,2,1,,3,,,,1,,,,,5,,15,181
1393632000,,,,,12,,,,69,54,1,,,1,,,,12,,,,14,,,,,,17,,,,,,23,,1,,,,2,,,,,,1,,153,,1,,,,,,,1,,3,2,,,,4,,,,,3,,20,394
1396310400,,,,,15,,,,25,28,2,,,2,,,,47,,,,2,,,,,,2,,,,,,8,,9,,,,,,,,,,,,178,,3,,,,,,,,,4,,,,,2,,,,,2,,20,349
1398902400,,,,,12,,,,13,26,3,,,1,,,,16,,,,6,,,,,,1,,,,1,,8,,6,,,,3,,,,,,,,135,,1,,,,,,,,,,4,,,,2,,,1,,2,,19,260
1401580800,,2,1,,7,,,,29,56,2,,,2,,,,6,,,,7,,,,,,4,,,,1,,7,,3,,,,6,,,1,,,,,140,,,,,,,,,,,2,1,,,,6,,,,,2,1,4,290
1404172800,,2,1,,8,,,,43,39,3,,,4,,,,6,,,,13,,,,,,3,,6,,1,,7,,3,,,,16,,,,,,,,138,,13,,,,,,,,,,,,,,2,,,,,2,,17,327
1406851200,,4,,,12,,,,24,53,5,,,1,1,,,4,,,,7,,,,,,2,,1,,,,,,5,,,,5,,,,,,,,134,,32,,,,,,,,,,,,,,1,,,,,3,,13,307
1409529600,1,4,,,13,,,,19,65,4,,,1,,,,4,,,,21,,,,,,8,,,,,,4,,6,,,,3,,,,,,,,154,,22,,,,,,,1,,2,5,,,,1,,,,,4,,3,345
1412121600,,1,1,,16,,,,18,54,2,,,10,,,,2,,,,31,,,,,,,,1,,,,4,,7,,,,,,,,,,,,224,,28,,,,,,,,,,1,,,,1,,,,,5,,16,422
1414800000,1,3,,,6,,,,11,52,2,,,3,,,1,2,,,,29,1,,,,,4,,,,,,4,,7,,,,2,,,,,,,,261,,222,,,,,,,,,1,6,,,,3,,,,,3,,17,641
1417392000,1,4,,,2,,,,22,44,3,,,2,,,,18,,,,16,,,,,,,,,,2,,5,,4,,,,2,,,1,,,,,245,,65,,,,,,,,,,10,,,,3,,,,,3,,22,474
1420070400,1,3,2,,4,,,,20,44,6,,,1,2,,,49,1,,,72,,,,,,1,,,,,,3,,10,,,,5,,,,,,,,231,,72,,1,,,,,,,,16,,,,3,,,,,3,,27,577
1422748800,3,,1,,20,,,,10,32,5,,,5,,,,9,,,,38,,,,,,,1,,,1,,3,,10,,,,10,,,,,,1,1,145,,29,,,,,,,,,,3,,,,7,,,1,,2,,17,354
1425168000,1,2,,1,11,,,,20,39,,,,2,,,,13,1,,,31,1,,,,,,,,,1,,6,,3,,,,5,,,2,,,,,326,,12,,,,,,,,,1,4,,,,2,,,1,,,,26,511
1427846400,,,,,9,,,,18,39,5,,,6,,,,9,,,,24,,,,,,1,,,,3,,5,,9,,,,,,,,,,,,241,,8,,,,,,,,,2,5,,,,1,,,,,4,,27,416
1430438400,,2,1,,11,,,,28,44,1,,,,,,,7,1,,,30,1,,,1,,1,1,2,2,,,3,,22,,,,,,,,,,,,184,,4,,,,,,,,,2,9,,,,4,,,,,3,,13,377
1433116800,2,2,,,6,,,,26,31,4,,,,,,,2,,,,23,,,,,,1,1,4,1,,,3,1,7,,,,,,,,,,,1,240,,3,,,,,,,,,2,,,,,,,,,,3,,18,381
1435708800,,,,,8,,,,25,36,6,,,,,,,2,,,,24,,,,,,6,,2,,1,,1,,2,,,,,,,,,,,,204,,41,,,,,,,,,4,3,,,,2,,,,,2,,13,382
1438387200,,,,,7,,,,10,33,7,,,2,,,,3,,,,23,1,,,,,,,2,1,1,,5,1,4,,,1,2,,,,,,,,174,,31,,,,,,,,,2,5,,,,2,,,,,2,,26,345
1441065600,,2,1,,6,,,,17,38,4,,,,,,,7,,,,18,,,,,,8,,,,3,,2,,13,,,,2,1,,,,,1,,229,,36,,,,,,,,,,4,,,,3,,,,,3,,15,413
1443657600,,2,,,7,,,,14,50,2,,,2,,,,4,,,,37,1,,,,,1,,,,2,,8,,11,,,,,,,,,,,,189,,17,,,,,,,,,,4,,,,1,,,,,5,,9,366
1446336000,,4,1,,6,,,,17,35,6,,,1,,,1,4,,,,15,,,,,,,,,,5,,1,1,12,,,,,,,2,,,,,290,,21,,,,,,,,,1,2,,,,1,,,1,,9,,26,462
1448928000,,1,,,10,,,,30,32,3,,,3,,,,10,,,,10,3,,,,,,,,,2,,5,,18,,,,,,,,,1,,,198,,33,,,,,,,,,2,6,,,,2,,,,,1,,13,383
1451606400,1,,,,5,,,,28,35,,,,1,,,,4,,,,3,,,,1,,2,,,,2,,6,1,11,,,,3,,,,,,,,291,,13,,,,,,,,,1,2,,,,6,,,,,2,1,18,437
1454284800,,,,,9,,,,32,49,11,,,2,,,1,3,,,,8,,,,2,,1,,,,,,3,,6,,,,,,,,,,,1,250,,9,,,,,,,,,,2,,,,3,,,,,5,,15,412
1456790400,,1,1,,8,,,,27,40,2,,,2,,,,2,,,,5,,,,,,8,,,,1,,3,,14,,1,,,,,,,,,1,158,,3,,,,,,,,,,,,,,2,,,,,1,,22,302
1459468800,2,2,1,,4,,,,22,39,3,,,,,,,1,,,,4,,,,,,,,,,,,11,1,19,,,,1,,,1,,,,,161,,7,,,,,,,,,2,1,,,,4,,,,,1,,11,298
1462060800,1,,,,6,,,,13,29,7,,,1,,,,1,,,,9,2,,,,,1,,1,,1,,4,,18,,,,3,,,,,,,,155,,2,,,,,,,,,2,2,,,,3,,,,,2,,9,272
1464739200,,,1,,5,,,,41,26,2,,,,,2,,2,,,,12,,,,,,,1,2,,1,,6,,12,,,,1,,,,,,,,135,,3,,,,,,,,,2,1,,,,,,,,,1,,10,266
1467331200,,2,1,,1,,,,19,41,3,,,1,,1,,,,,,5,,,,,,,,3,,2,,2,,10,,,,1,,,,,,,,170,,1,,,,,,,,1,,,,,,1,,,1,,4,,16,286
1470009600,1,1,,,8,,,,20,51,3,,,4,,,,3,,,,8,,,,,,3,,,,1,,3,,7,,,,1,,,,,,,,99,,3,,,,,,,,,,1,,,,1,,,,,2,,17,237
1472688000,1,,,,6,,,,60,31,6,,,,,2,,3,,,,14,,,,,,2,,,,,,11,,6,,,,,,,,,,,,214,,2,,,,,,,,,3,3,,,,4,,,,,2,,15,385
1475280000,,1,,,12,,,,26,35,2,,,,,,,2,,,,6,,,,,,6,,,,,,,,1,,,,1,1,,,,,,,126,,1,,,,,,,,,2,2,,,,2,,,,,5,,8,239
1477958400,,,1,,10,,,,27,34,2,,,3,,,,2,,,,11,1,,,,,3,,1,,1,,4,,3,,,,1,,,,,,,,121,,2,,,,,,,,,,,,,,2,,,,,1,,20,250
1480550400,,1,,,13,,,,32,40,1,,,2,,,,1,,,,9,,,,1,,2,,,,1,,5,,59,,,,1,,,1,,,,,104,,4,,,,,,,,,,1,,,,5,,,,,1,1,18,303
1483228800,,1,1,,9,,,,25,31,2,,,4,,,,1,,,,5,1,,,,,1,,1,,,,8,,22,,,,1,,,,,,,,82,,,,,,,,,,,2,1,,,,2,,,,,7,,19,226
1485907200,2,1,,,4,,,,12,30,,,,,,,,1,,,,10,,,,1,,1,,1,,,,8,,5,,,,1,,,,,,,,62,,1,,,,,,,,,2,1,,,,,,,,,4,,17,164
1488326400,1,3,,,5,,,,23,50,2,,,,,,,1,,,,11,3,,,,,2,,2,,,,10,,7,,,,,,,,,,,,103,,4,,,,,,,,,1,2,,,,3,,,1,,2,,24,260
1491004800,,1,,,6,,,,18,45,2,,,3,,,3,1,1,,,22,,,,,,1,,1,,1,,4,,10,,,,,,,,,,,1,78,,6,,,,,,,,,,2,,,,1,,,,,1,,12,220
1493596800,,1,,,,,,,9,42,4,,,2,,,1,1,,,,15,2,,,,,2,,3,,1,,7,,7,,,,1,,,,,,,1,87,,,,,,,,,,,1,3,,,,1,,,1,,7,,11,210
1496275200,1,1,3,,2,,,,20,37,1,,,2,,,1,1,,,,20,1,,,,,,,1,,2,,33,,8,,,,,,,,,,,1,67,,1,,,,,,,,,2,3,,,,2,,,,,3,1,20,234
1498867200,,,1,,9,,,,19,52,,,,,,,,1,1,,,6,,,,,,9,,,,,,76,,6,,,,,1,,,,,,,77,,1,,,,,,,,,4,1,,,,2,,,,,7,,3,276
1501545600,,,,,4,,,,21,62,4,,,1,,,,,,,,16,,,,,,2,,,,3,,37,,6,,,,1,,,,,,,,74,,4,,,,,,,,1,4,9,,,,,,,,,2,,2,253
1504224000,,,,,7,,,,21,35,,,,4,,,,393,2,1,,16,,,,,,,,,,1,,14,,12,,,,,,,,,,,,42,,3,,,,,,,,,,11,,,,6,,,1,,1,,2,572
Grand Total,114,236,488,463,13672,1,6,5,55565,28370,585,4,1,466,3,5,30,1925,113,28,1,746,106,1,4,61,1,821,7,38,22,301,4,1329,42,2673,33,33,16,313,85,2,35,2,3,1688,72,7917,49,1544,1,28,100,2,1,36,70,34,258,341,2,49,15,944,12,3,53,7,6244,39,1671,129939
